EXP,TRIAL_TYPE,TEXT,COLOR,WAIT,RESPTIME,RT,TRUE_KEY,ANSWER,CORR
training,neutral_2,"['GŁĘBOKA', 'WYSOKA']",green,1,4,1.2106809616088867,x,z,False
training,incongruent_strong,"['CZERWONY', 'CZERWONY']",#574400,1,4,0.8893990516662598,m,x,False
